155, 61, 273, 109, "Limited"
284, 85, 361, 109, "Time"
372, 58, 448, 95, "Offer"
531, 49, 595, 77, "today's"
522, 71, 622, 100, "bestsellers"
97, 209, 116, 225, "$1"
119, 208, 132, 216, "99"
186, 268, 205, 284, "$1"
209, 268, 220, 275, "15"
270, 205, 289, 223, "$1"
293, 206, 305, 213, "57"
354, 258, 376, 276, "$4"
379, 258, 390, 266, "17"
454, 212, 475, 229, "$2"
478, 212, 490, 220, "82"
560, 253, 582, 269, "$0"
584, 253, 596, 260, "45"
564, 235, 590, 249, "vpxl"
44, 390, 99, 404, "PayPal"
119, 393, 138, 400, "VISA"
308, 358, 363, 402, "Up"
374, 362, 415, 393, "to"
427, 358, 523, 393, "70%"
534, 357, 619, 393, "OFF"
94, 185, 127, 199, "Cialis"
181, 247, 216, 262, "VIAGRA"
272, 185, 298, 201, "100"
353, 236, 380, 252, "C20"
