20, 23, 77, 40, "Other"
85, 23, 175, 40, "Fantastic"
184, 23, 246, 40, "Deals:"
326, 67, 380, 95, "stay"
384, 65, 513, 88, "Paris.com"
36, 220, 91, 233, "Studios"
97, 220, 132, 233, "from"
140, 221, 169, 233, "€80"
175, 224, 200, 237, "per"
207, 221, 245, 237, "night"
251, 224, 290, 236, "(sleeps"
296, 224, 305, 235, "2)"
34, 243, 38, 254, "1"
47, 241, 74, 254, "Bed"
81, 242, 114, 258, "Apts"
120, 242, 155, 254, "from"
162, 242, 198, 254, "€129"
205, 245, 230, 258, "per"
236, 242, 275, 258, "night"
281, 245, 320, 256, "(sleeps"
325, 245, 335, 257, "3)"
34, 264, 41, 276, "2"
50, 264, 78, 276, "Bed"
85, 264, 118, 279, "Apts"
124, 264, 159, 276, "from"
167, 264, 201, 276, "€135"
209, 267, 234, 279, "per"
240, 264, 278, 280, "night"
284, 267, 324, 279, "(sleeps"
330, 267, 339, 278, "4)"
414, 231, 447, 242, "Book"
454, 235, 482, 242, "now"
490, 233, 503, 241, ">>"
