34, 12, 243, 42, "stayDublin.com"
56, 309, 60, 322, "1"
69, 308, 100, 322, "Bed"
107, 309, 143, 326, "Apts"
49, 344, 88, 358, "from"
96, 338, 145, 359, "€65"
34, 370, 57, 381, "per"
63, 366, 99, 382, "night"
105, 366, 153, 381, "(sleeps"
159, 367, 171, 380, "3)"
224, 309, 232, 322, "2"
241, 308, 272, 322, "Bed"
279, 309, 315, 326, "Apts"
219, 344, 258, 358, "from"
266, 337, 315, 359, "€85"
204, 370, 227, 381, "per"
233, 366, 269, 382, "night"
275, 366, 323, 381, "(sleeps"
329, 367, 341, 380, "5)"
394, 309, 402, 322, "3"
411, 308, 442, 322, "Bed"
449, 309, 485, 326, "Apts"
384, 344, 422, 358, "from"
430, 337, 494, 359, "€120"
374, 370, 397, 381, "per"
403, 366, 439, 382, "night"
445, 366, 493, 381, "(sleeps"
500, 367, 511, 380, "7)"
248, 417, 332, 429, "RECEPTION"
339, 417, 374, 429, "24/7"
398, 414, 446, 421, "SETANTA"
399, 426, 446, 433, "SPORTS"
470, 418, 509, 428, "WiFi"
29, 446, 59, 460, "10%"
67, 442, 96, 457, "OFF"
54, 464, 81, 477, "ALL"
46, 485, 96, 502, "STAYS"
127, 460, 165, 472, "Book"
171, 460, 212, 472, "dates"
219, 461, 246, 472, "Tue"
252, 460, 303, 472, "11-18th"
310, 461, 335, 472, "Jan"
342, 460, 379, 472, "2010"
142, 502, 175, 517, "Stay"
181, 502, 215, 514, "date"
221, 503, 246, 514, "Jan"
255, 509, 259, 510, "-"
266, 502, 313, 514, "March"
321, 502, 357, 514, "2010"
418, 462, 481, 484, "Book"
418, 488, 476, 508, "Now"
