111, 38, 233, 46, "INTERNATIONAL"
109, 56, 233, 83, "GREEN"
10, 90, 238, 118, "COMPUTING"
98, 129, 236, 141, "CONFERENCE"
27, 165, 73, 173, "AUGUST"
79, 165, 122, 175, "15-18,"
127, 165, 153, 173, "2010"
161, 164, 161, 175, "|"
168, 165, 223, 174, "CHICAGO,"
229, 165, 237, 173, "IL"
13, 180, 235, 198, "www.green-conf.org"
54, 211, 83, 220, "CALL"
88, 212, 111, 220, "FOR"
117, 212, 161, 220, "PAPERS"
167, 212, 198, 220, "NOW"
203, 212, 236, 220, "OPEN"
125, 228, 148, 236, "DUE"
154, 228, 188, 236, "APRIL"
193, 228, 202, 238, "7,"
208, 227, 237, 236, "2010"
