52, 92, 103, 111, "Miller"
42, 101, 118, 147, "Lite"
15, 308, 51, 332, "IT'S"
59, 308, 107, 331, "TIME"
116, 308, 139, 332, "TO"
14, 340, 107, 387, "LOVE"
13, 395, 50, 419, "THE"
57, 395, 117, 419, "TASTE"
124, 395, 147, 419, "OF"
13, 428, 65, 452, "YOUR"
74, 428, 122, 451, "BEER"
14, 472, 53, 483, "TASTE"
59, 472, 134, 483, "GREATNESS"
136, 472, 147, 477, "TM"
39, 509, 89, 521, "Become"
94, 512, 100, 520, "a"
106, 509, 127, 521, "Fan"
15, 557, 37, 566, "GREAT"
38, 557, 56, 566, "BEER"
15, 566, 37, 574, "GREAT"
39, 565, 96, 574, "RESPONSIBILITY"
11, 586, 30, 593, "2010"
33, 586, 53, 592, "Miler"
54, 586, 84, 595, "Brewing"
85, 586, 101, 594, "Co."
103, 586, 145, 594, "Milwaukee"
