120, 86, 154, 101, "WE"
126, 107, 176, 122, "GIVE"
118, 128, 162, 144, "YOU"
167, 16, 354, 149, "£5"
362, 107, 424, 124, "EACH"
352, 131, 429, 149, "MONTH"
8, 162, 40, 173, "The"
48, 162, 107, 174, "Halifax"
115, 162, 179, 173, "Reward"
187, 161, 254, 174, "Current"
261, 162, 337, 174, "Account."
12, 179, 33, 187, "Just"
38, 181, 55, 189, "pay"
60, 180, 67, 186, "in"
72, 179, 105, 188, "£1,000"
109, 179, 133, 187, "each"
139, 179, 173, 186, "month."
490, 174, 511, 182, "Find"
516, 174, 532, 182, "out"
537, 176, 565, 182, "more"
