67, 13, 231, 36, "stayFlorida.com"
15, 195, 20, 204, "2"
27, 195, 80, 204, "Bedroom"
86, 195, 130, 204, "Condos"
135, 195, 162, 204, "from"
168, 194, 189, 205, "$59"
196, 197, 229, 206, "(sleeps"
234, 197, 242, 205, "6)"
15, 213, 20, 222, "3"
27, 213, 80, 222, "Bedroom"
86, 213, 130, 222, "Condos"
135, 212, 162, 222, "from"
168, 212, 189, 223, "$79"
195, 214, 228, 224, "(sleeps"
234, 214, 242, 224, "8)"
139, 243, 172, 254, "Book"
179, 247, 207, 254, "now"
214, 245, 226, 253, ">>"
