12, 6, 21, 15, "A"
49, 6, 57, 15, "B"
84, 5, 93, 16, "C"
120, 6, 129, 15, "D"
157, 5, 164, 15, "E"
14, 30, 20, 39, "F"
48, 29, 57, 39, "G"
84, 30, 93, 39, "H"
122, 30, 127, 39, "I"
157, 30, 163, 39, "J"
13, 53, 21, 63, "K"
50, 54, 56, 63, "L"
84, 54, 93, 63, "M"
120, 53, 129, 63, "N"
156, 53, 166, 64, "O"
13, 78, 21, 87, "P"
48, 77, 57, 90, "Q"
85, 78, 93, 87, "R"
121, 77, 129, 88, "S"
156, 78, 164, 87, "T"
13, 102, 21, 111, "U"
48, 102, 57, 111, "V"
82, 102, 95, 111, "W"
120, 101, 129, 111, "X"
156, 101, 165, 111, "Y"
13, 126, 20, 135, "Z"
