8, 23, 28, 33, "Web"
30, 23, 50, 32, "MD"
8, 41, 70, 60, "Healthy"
73, 41, 112, 56, "Pets"
8, 59, 111, 73, "Sweepstakes"
19, 431, 49, 443, "Win"
59, 435, 77, 446, "up"
85, 432, 99, 443, "to"
31, 451, 88, 467, "$3,000."
31, 477, 54, 488, "Sign"
59, 479, 70, 488, "up"
75, 477, 88, 485, "for"
12, 493, 62, 501, "WebMD's"
68, 493, 106, 504, "Healthy"
10, 509, 32, 517, "Pets"
38, 509, 92, 517, "Newsletter"
97, 509, 110, 517, "for"
17, 527, 22, 533, "a"
27, 525, 64, 533, "chance"
69, 526, 77, 533, "to"
82, 525, 101, 533, "win."
22, 559, 46, 570, "Sign"
51, 559, 66, 569, "Up"
73, 559, 98, 567, "Now"
