15, 8, 67, 23, "OnLine"
75, 7, 142, 23, "Exclusive"
148, 7, 203, 23, "T-Shirt!"
81, 109, 109, 117, "kuku..."
115, 109, 142, 117, "what?"
75, 120, 115, 128, "kukuxu..."
121, 120, 149, 128, "what?"
82, 131, 142, 139, "kukuxumusu!"
27, 148, 50, 163, "Sign"
55, 151, 68, 162, "up"
72, 148, 93, 160, "and"
97, 150, 115, 163, "get"
120, 148, 126, 159, "it"
130, 147, 145, 159, "for"
150, 148, 173, 163, "only"
177, 143, 200, 159, "14€."
84, 174, 110, 183, "CLICK"
115, 174, 138, 183, "HERE"
