72, 33, 115, 47, "Gifts"
122, 33, 178, 47, "under"
184, 31, 222, 49, "$50"
225, 40, 241, 42, "-"
243, 33, 278, 47, "Get"
286, 33, 298, 47, "It"
306, 33, 346, 47, "Fast"
353, 32, 395, 47, "with"
402, 32, 504, 51, "expedited"
511, 32, 598, 52, "shipping"
16, 68, 57, 75, "Pendant"
62, 68, 114, 75, "Necklaces"
167, 68, 224, 77, "PlayStation"
229, 68, 234, 75, "3"
239, 68, 273, 75, "Games"
317, 68, 328, 75, "Ed"
334, 68, 363, 77, "Hardy"
368, 68, 397, 75, "Shirts"
467, 68, 480, 75, "RC"
484, 68, 523, 75, "Aircraft"
15, 180, 37, 187, "Vera"
42, 180, 80, 189, "Bradley"
86, 180, 110, 189, "Bags"
167, 180, 195, 187, "Men's"
200, 180, 258, 189, "Fragrances"
317, 180, 366, 187, "Bluetooth"
371, 180, 418, 187, "Headsets"
467, 180, 497, 187, "BCBG"
502, 180, 537, 189, "Pumps"
