9, 9, 112, 30, "sushiitto"
9, 35, 48, 45, "Japanese"
9, 45, 25, 52, "with"
28, 46, 34, 52, "a"
35, 45, 55, 52, "twist"
9, 213, 67, 223, "Restaurant,"
8, 225, 48, 237, "delivery"
52, 225, 71, 234, "and"
8, 238, 30, 247, "take"
35, 241, 63, 249, "away"
9, 259, 51, 269, "Londres,"
56, 259, 73, 268, "103"
9, 271, 55, 282, "Eixample"
60, 274, 105, 282, "esquerre"
8, 284, 40, 293, "08036"
46, 284, 97, 293, "Barcelona"
8, 297, 15, 306, "T."
21, 297, 39, 306, "932"
44, 297, 60, 306, "412"
66, 297, 81, 306, "199"
8, 320, 103, 329, "www.sushi-itto.es"
