233, 20, 513, 50, "stayAmsterdam.com"
38, 176, 93, 188, "Studios"
99, 176, 134, 188, "from"
141, 176, 170, 188, "€59"
177, 179, 202, 192, "per"
208, 176, 247, 192, "night"
253, 179, 292, 191, "(sleeps"
298, 179, 307, 190, "2)"
37, 198, 57, 213, "Up"
64, 198, 78, 209, "to"
84, 197, 115, 209, "35%"
123, 197, 194, 209, "discounts"
201, 200, 219, 209, "on"
226, 198, 264, 213, "stays"
271, 197, 282, 209, "in"
289, 198, 315, 209, "Jan"
322, 197, 350, 209, "and"
358, 197, 383, 209, "Feb"
416, 186, 449, 197, "Book"
456, 190, 484, 197, "now"
492, 188, 505, 196, ">>"
