34, 34, 130, 82, "80%"
146, 46, 279, 103, "spring"
299, 24, 477, 73, "discount"
36, 160, 76, 187, "Cialis"
83, 154, 108, 180, "$1"
106, 169, 122, 183, "99"
184, 134, 225, 171, "Viagra"
235, 122, 258, 146, "$0"
259, 132, 273, 147, "99"
345, 185, 369, 230, "Viagra"
342, 143, 372, 180, "Super"
376, 132, 427, 154, "Active  "
427, 154, 451, 177, "$2"
445, 177, 456, 190, "45"
87, 344, 119, 375, "Cialis"
79, 277, 140, 342, "Professional"
143, 275, 169, 302, "$4"
168, 295, 181, 307, "07"
224, 258, 259, 302, "Female"
262, 250, 306, 274, "Viagra"
304, 272, 328, 295, "$2"
320, 297, 331, 310, "65"
385, 308, 407, 353, "Viagra"
383, 260, 465, 303, "Professional"
462, 274, 487, 297, "$3"
482, 295, 494, 308, "50"
188, 354, 238, 367, "PayPal"
256, 355, 274, 361, "VISA"
