134, 24, 197, 41, "HALF"
130, 55, 201, 72, "PRICE"
284, 24, 347, 41, "HALF"
280, 55, 352, 72, "PRICE"
47, 36, 73, 55, "OLD"
76, 32, 93, 45, "EL"
96, 32, 120, 50, "Pas"
47, 69, 129, 93, "Enchiladas"
223, 37, 259, 46, "Nestle"
223, 56, 268, 103, "Shre"
27, 173, 44, 182, "Old"
49, 174, 56, 181, "El"
61, 174, 84, 182, "Paso"
88, 174, 138, 182, "Enchilada"
27, 188, 61, 196, "Dinner"
65, 188, 79, 196, "Kit"
82, 188, 108, 198, "620g"
26, 203, 46, 210, "Was"
51, 203, 72, 210, "3.49"
77, 203, 98, 210, "Now"
102, 203, 131, 210, "€1.74"
213, 188, 244, 195, "Nestle"
249, 188, 300, 195, "Shreddies"
304, 188, 329, 197, "500g"
212, 202, 232, 210, "Was"
236, 202, 265, 210, "€2.49"
270, 202, 292, 210, "Now"
296, 202, 324, 210, "€1.24"
482, 55, 566, 86, "New"
576, 55, 664, 86, "Year"
511, 108, 640, 140, "Savers"
415, 189, 524, 202, "www.tesco.ie"
631, 192, 664, 202, "Start"
670, 192, 736, 205, "Shopping"
