321, 104, 410, 133, "Wishing"
418, 104, 438, 125, "all"
447, 116, 483, 126, "our"
487, 112, 559, 134, "guests"
310, 144, 321, 153, "a"
329, 144, 372, 163, "very"
382, 133, 449, 163, "Merry"
458, 132, 570, 158, "Christmas"
345, 161, 383, 182, "and"
393, 172, 403, 181, "a"
412, 172, 535, 192, "prosperous"
382, 189, 431, 213, "New"
439, 189, 500, 213, "Year!"
415, 244, 453, 261, "From"
460, 244, 474, 258, "all"
480, 249, 494, 258, "at"
500, 245, 540, 266, "Stay"
543, 248, 576, 263, "City"
529, 264, 556, 270, ".com"
525, 294, 575, 306, "Oxfam"
330, 301, 351, 309, "This"
357, 301, 414, 309, "Christmas"
420, 304, 435, 309, "we"
440, 302, 484, 311, "support"
330, 314, 351, 322, "and"
356, 314, 383, 322, "their"
388, 314, 415, 322, "work"
421, 315, 431, 322, "to"
437, 314, 473, 322, "relieve"
479, 315, 525, 325, "poverty,"
530, 314, 574, 322, "distress"
359, 327, 380, 335, "and"
386, 327, 437, 338, "suffering"
444, 327, 452, 335, "in"
458, 329, 487, 335, "some"
493, 327, 503, 335, "of"
508, 326, 526, 335, "the"
532, 328, 574, 337, "poorest"
442, 340, 494, 348, "countries"
500, 340, 510, 348, "of"
516, 340, 533, 348, "the"
539, 340, 573, 348, "world."
