157, 75, 208, 84, "WCET"
146, 91, 220, 97, "CERTIFICATION"
252, 74, 283, 86, "IEEE"
291, 73, 419, 86, "Communications"
428, 73, 482, 90, "Society"
251, 92, 288, 100, "Wireless"
293, 92, 363, 100, "Communication"
368, 92, 421, 102, "Engineering"
425, 92, 482, 102, "Technologies"
107, 146, 519, 159, "WWW.IEEE-WCET.ORG"
21, 180, 26, 186, "3"
37, 180, 69, 186, "PARK"
80, 180, 138, 187, "AVENUE,"
150, 180, 181, 186, "17TH"
193, 180, 235, 186, "FLOOR"
273, 180, 300, 186, "NEW"
310, 180, 348, 187, "YORK,"
360, 180, 376, 186, "NY"
388, 180, 429, 186, "10016"
441, 180, 466, 186, "USA"
504, 180, 527, 186, "212"
538, 180, 562, 186, "705"
573, 180, 606, 186, "8950"
