14, 30, 40, 50, "ALL"
42, 31, 76, 50, "STAR"
134, 10, 144, 22, "T"
161, 11, 205, 23, "Mobile"
150, 26, 192, 31, "PRESENTS"
112, 35, 151, 44, "VOTE"
156, 35, 184, 44, "FOR"
190, 35, 229, 44, "YOUR"
93, 49, 123, 59, "2010"
128, 49, 159, 58, "NBA"
164, 49, 190, 58, "ALL"
204, 49, 250, 58, "STARS"
43, 73, 66, 80, "VOTE"
72, 73, 97, 80, "NOW"
102, 73, 119, 80, "FOR"
124, 73, 130, 80, "A"
134, 73, 174, 80, "CHANCE"
179, 73, 190, 80, "TO"
195, 73, 214, 80, "WIN"
50, 89, 58, 96, "IN"
63, 89, 79, 96, "THE"
87, 89, 108, 96, "NBA"
113, 89, 137, 96, "2K10"
144, 89, 209, 96, "SWEEPSTAKES"
30, 107, 39, 114, "No"
41, 108, 70, 115, "purchase"
73, 110, 106, 115, "necessary."
108, 108, 123, 113, "Void"
125, 107, 146, 114, "where"
148, 108, 183, 115, "prohibited."
186, 107, 200, 113, "End:"
204, 107, 231, 115, "1/18/10."
