43, 36, 157, 73, "PRICE"
170, 36, 256, 73, "CUT"
43, 100, 106, 129, "GET"
102, 110, 238, 194, "25%"
248, 145, 309, 174, "OFF"
320, 146, 393, 174, "WEB"
405, 145, 560, 175, "HOSTING"
185, 186, 227, 203, "And"
237, 187, 271, 208, "put"
279, 190, 327, 207, "your"
335, 186, 416, 203, "domain"
426, 190, 487, 203, "name"
496, 188, 515, 203, "to"
525, 190, 560, 203, "use"
60, 233, 124, 251, "Owning"
133, 237, 141, 247, "a"
149, 234, 215, 247, "website"
224, 234, 253, 247, "has"
262, 234, 309, 251, "rarely"
317, 234, 358, 247, "been"
366, 234, 441, 251, "cheaper!"
474, 234, 504, 246, "BUY"
511, 234, 555, 246, "NOW!"
