233, 7, 513, 37, "stayAmsterdam.com"
38, 235, 93, 248, "Studios"
99, 235, 134, 248, "from"
141, 236, 170, 248, "€59"
177, 239, 202, 252, "per"
208, 236, 247, 252, "night"
253, 240, 286, 250, "(sleeps"
291, 241, 299, 249, "2)"
37, 260, 52, 272, "Up"
57, 260, 68, 269, "to"
73, 260, 98, 269, "30%"
103, 260, 125, 269, "OFF"
130, 262, 143, 269, "on"
149, 260, 198, 269, "selected"
203, 260, 275, 272, "apartments."
415, 256, 448, 267, "Book"
455, 259, 483, 267, "now"
491, 258, 504, 266, ">>"
