227, 45, 372, 64, "ONLINE"
383, 45, 581, 64, "TUTORIAL"
229, 71, 277, 82, "from"
284, 70, 325, 82, "IEEE"
332, 71, 499, 82, "Communications"
506, 71, 581, 85, "Society"
229, 88, 580, 101, "www.comsoc.org/freetutorials"
431, 111, 484, 121, "FREE"
492, 111, 580, 121, "ACCESS"
431, 125, 453, 131, "FOR"
458, 125, 465, 131, "A"
469, 125, 516, 131, "LIMITED"
520, 125, 547, 131, "TIME"
552, 125, 582, 131, "ONLY"
107, 66, 171, 81, "FREE"
57, 84, 207, 108, "Tutorials"
140, 113, 190, 125, "Now"
