36, 28, 79, 48, "BIG"
94, 28, 146, 48, "FUN"
162, 28, 187, 48, "IN"
201, 28, 261, 48, "TINY"
36, 59, 175, 79, "PACKAGES"
35, 90, 101, 104, "Introducing"
108, 90, 125, 100, "the"
133, 91, 147, 100, "HP"
155, 91, 180, 100, "Mini"
188, 90, 208, 100, "210"
212, 97, 222, 97, "-"
225, 90, 269, 100, "endless"
35, 107, 108, 121, "possibilities,"
116, 107, 166, 121, "uniquely"
173, 112, 196, 121, "you."
41, 163, 68, 173, "Shop"
75, 166, 97, 171, "now"
567, 335, 583, 345, "THE"
586, 334, 662, 361, "COMPUTER"
557, 364, 567, 375, "IS"
570, 351, 658, 383, "PERSONAL"
592, 384, 645, 401, "AGAIN."
