232, 7, 511, 37, "StayAmsterdam.com"
35, 163, 91, 175, "Studios"
97, 163, 132, 175, "from"
140, 163, 168, 175, "€59"
176, 166, 200, 179, "per"
207, 163, 245, 179, "night"
251, 166, 290, 178, "(sleeps"
296, 166, 305, 177, "2)"
34, 184, 41, 196, "2"
50, 184, 78, 196, "Bed"
85, 184, 118, 200, "Apts"
124, 184, 159, 196, "from"
167, 184, 198, 196, "€119"
205, 187, 230, 200, "per"
236, 184, 275, 200, "night"
281, 187, 320, 199, "(sleeps"
326, 187, 335, 198, "4)"
414, 173, 447, 184, "Book"
454, 176, 482, 184, "now"
490, 175, 503, 183, ">>"
