233, 8, 513, 38, "stayAmsterdam.com"
37, 166, 93, 178, "Studios"
99, 166, 134, 178, "from"
142, 166, 170, 178, "€59"
177, 169, 202, 182, "per"
208, 166, 247, 182, "night"
253, 169, 292, 181, "(sleeps"
298, 169, 307, 180, "2)"
37, 190, 52, 202, "Up"
57, 190, 68, 199, "to"
73, 189, 98, 199, "45%"
104, 189, 119, 199, "off"
123, 189, 186, 202, "Metropolis"
191, 190, 220, 202, "Apts."
36, 209, 91, 219, "Midweek"
96, 209, 134, 219, "March"
139, 215, 144, 216, "-"
148, 209, 174, 222, "April"
180, 210, 209, 219, "2010"
415, 177, 448, 187, "Book"
455, 179, 483, 187, "now"
492, 178, 503, 186, ">>"
