233, 6, 513, 36, "stayAmsterdam.com"
38, 175, 93, 187, "Studios"
99, 175, 134, 187, "from"
141, 175, 170, 187, "€59"
178, 179, 202, 191, "per"
208, 175, 247, 191, "night"
252, 179, 286, 189, "(sleeps"
291, 179, 299, 188, "2)"
37, 199, 52, 211, "Up"
57, 199, 68, 208, "to"
74, 199, 97, 208, "30%"
104, 199, 124, 209, "OFF"
130, 201, 143, 208, "on"
149, 199, 198, 208, "selected"
203, 199, 275, 211, "apartments."
415, 186, 448, 196, "Book"
455, 189, 483, 196, "now"
491, 187, 504, 195, ">>"
