14, 25, 36, 35, "The"
41, 25, 87, 35, "Twelfth"
94, 25, 138, 35, "IASTED"
144, 25, 225, 35, "International"
231, 25, 303, 35, "Conference"
16, 74, 131, 114, "Signal"
145, 74, 215, 105, "and"
231, 76, 348, 114, "Image"
17, 125, 219, 164, "Processing"
16, 243, 58, 255, "August"
63, 243, 75, 252, "23"
81, 249, 86, 249, "-"
91, 244, 107, 253, "25,"
112, 244, 140, 252, "2010"
17, 263, 48, 273, "Maui,"
53, 263, 95, 274, "Hawaii,"
101, 263, 124, 272, "USA"
232, 315, 269, 348, "CALL"
265, 283, 298, 315, "FOR"
294, 227, 352, 286, "PAPERS!"
