481, 20, 563, 69, "alli"
481, 92, 584, 128, "Save"
600, 92, 673, 128, "£15"
483, 149, 500, 158, "on"
508, 146, 527, 158, "alli"
534, 146, 585, 162, "weight"
592, 146, 621, 158, "loss"
629, 146, 650, 158, "aid"
483, 166, 525, 182, "60mg"
533, 166, 550, 178, "84"
558, 166, 593, 181, "pack"
483, 198, 521, 214, "Keep"
528, 201, 562, 214, "your"
568, 201, 600, 210, "new"
606, 198, 640, 210, "start"
645, 198, 688, 214, "going"
407, 268, 439, 276, "Follow"
444, 270, 449, 276, "a"
455, 268, 496, 276, "reduced"
501, 268, 537, 278, "calorie,"
543, 269, 571, 276, "lower"
575, 268, 587, 276, "fat"
592, 268, 612, 276, "diet."
618, 268, 635, 276, "For"
639, 268, 696, 279, "overweight"
407, 282, 436, 290, "adults"
441, 282, 461, 290, "with"
467, 284, 471, 290, "a"
477, 282, 496, 290, "BMI"
502, 282, 512, 290, "of"
517, 282, 528, 290, "28"
533, 284, 544, 290, "or"
548, 284, 575, 290, "over."
580, 282, 616, 293, "Always"
621, 282, 643, 290, "read"
648, 282, 663, 290, "the"
669, 282, 695, 290, "label."
377, 58, 397, 68, "Plus"
358, 69, 394, 84, "money"
398, 76, 412, 85, "off"
342, 80, 387, 93, "coupons"
392, 89, 421, 100, "worth"
350, 97, 403, 129, "£15"
213, 65, 313, 134, "alli"
212, 140, 241, 153, "60mg"
244, 140, 267, 150, "hard"
270, 139, 315, 153, "capsules"
285, 155, 315, 163, "oristat"
246, 206, 280, 219, "weight"
282, 205, 300, 218, "loss"
303, 207, 317, 218, "aid"
241, 224, 253, 231, "can"
254, 224, 269, 233, "help"
269, 225, 282, 233, "you"
284, 224, 297, 232, "lose"
298, 226, 317, 233, "more"
233, 234, 255, 242, "weight"
256, 234, 271, 241, "than"
273, 233, 296, 244, "dieting"
297, 235, 317, 244, "alone"
79, 149, 127, 187, "alli"
79, 55, 92, 63, "84"
97, 55, 114, 63, "hard"
116, 53, 146, 64, "capsules"
