27, 15, 132, 37, "Upcoming"
141, 16, 204, 32, "Events"
213, 15, 229, 32, "in"
239, 15, 303, 32, "Dublin"
39, 55, 103, 72, "March"
112, 56, 131, 72, "17"
206, 54, 270, 71, "March"
279, 55, 306, 71, "20"
374, 52, 438, 69, "March"
447, 53, 466, 69, "21"
39, 80, 52, 89, "St."
58, 79, 103, 89, "Patricks"
109, 79, 154, 91, "Festival,"
206, 79, 246, 88, "Ireland"
251, 80, 264, 88, "Vs"
270, 79, 324, 90, "Scotland,"
374, 77, 389, 86, "50"
393, 77, 420, 86, "Cent"
39, 95, 75, 105, "Dublin"
206, 94, 239, 104, "Croke"
245, 95, 271, 104, "Park"
373, 93, 389, 102, "02"
395, 93, 434, 104, "Arena,"
440, 93, 477, 102, "Dublin"
38, 114, 54, 126, ">>"
206, 115, 222, 125, ">>"
375, 114, 391, 126, ">>"
58, 151, 89, 167, "For"
96, 151, 150, 167, "More"
158, 150, 277, 168, "Information"
286, 155, 310, 167, "on"
319, 151, 383, 167, "Events"
410, 152, 448, 166, "Click"
454, 154, 492, 166, "Here"
502, 157, 515, 165, ">>"
