20, 26, 65, 36, "MATCH"
71, 26, 126, 36, "TICKETS"
132, 27, 139, 36, "&"
145, 26, 230, 36, "HOSPITALITY"
20, 43, 51, 53, "NOW"
56, 44, 127, 53, "AVAILABLE"
22, 150, 75, 166, "MAN"
86, 150, 132, 166, "UTD"
141, 150, 155, 166, "V"
166, 150, 225, 166, "HULL"
235, 150, 288, 166, "CITY"
21, 174, 34, 183, "23"
39, 174, 93, 186, "JANUARY"
98, 174, 126, 183, "2010"
130, 174, 135, 185, "/"
140, 174, 162, 183, "K.O."
169, 174, 213, 183, "3.00PM"
16, 238, 30, 252, " "
36, 238, 75, 252, "BUY"
82, 238, 128, 252, "NOW"
