26, 9, 131, 31, "Upcoming"
140, 10, 203, 26, "Events"
212, 9, 228, 26, "in"
237, 9, 360, 26, "Manchester"
37, 54, 75, 66, "June"
82, 53, 89, 66, "2"
98, 61, 103, 62, "-"
110, 54, 118, 66, "3"
188, 54, 226, 66, "June"
233, 54, 241, 66, "9"
249, 61, 254, 62, "-"
261, 54, 278, 66, "14"
362, 54, 400, 66, "June"
407, 53, 422, 66, "19"
38, 74, 73, 91, "Lady"
79, 75, 121, 91, "Gaga"
189, 75, 238, 91, "Cirque"
244, 75, 262, 87, "du"
269, 75, 308, 87, "Soleil"
363, 75, 422, 87, "Britain's"
430, 75, 456, 87, "Got"
462, 75, 510, 87, "Talent"
38, 95, 64, 104, "MEN"
69, 95, 108, 106, "Arena,"
189, 95, 215, 104, "MEN"
220, 95, 259, 106, "Arena,"
363, 95, 389, 104, "MEN"
394, 95, 433, 106, "Arena,"
38, 112, 108, 121, "Manchester"
189, 112, 260, 121, "Manchester"
363, 112, 434, 121, "Manchester"
39, 139, 55, 150, ">>"
191, 138, 207, 150, ">>"
364, 138, 380, 148, ">>"
214, 177, 245, 193, "For"
252, 177, 306, 193, "More"
314, 177, 378, 193, "Events"
409, 179, 445, 192, "Click"
452, 180, 490, 192, "Here"
500, 183, 513, 191, ">>"
