34, 15, 88, 42, "stay"
92, 12, 221, 36, "Paris.com"
117, 309, 178, 323, "Studios"
354, 310, 358, 323, "1"
367, 309, 398, 323, "Bed"
405, 309, 442, 327, "Apts"
95, 345, 133, 359, "from"
141, 338, 193, 360, "€80"
345, 345, 383, 359, "from"
391, 338, 445, 360, "€115"
79, 371, 102, 382, "per"
108, 367, 144, 383, "night"
150, 368, 198, 383, "(sleeps"
204, 368, 216, 381, "2)"
332, 371, 355, 382, "per"
361, 367, 397, 382, "night"
403, 367, 451, 382, "(sleeps"
457, 368, 469, 381, "4)"
121, 421, 148, 433, "Get"
153, 421, 181, 433, "10%"
189, 420, 208, 433, "off"
214, 420, 230, 433, "all"
237, 422, 275, 437, "stays"
105, 467, 123, 479, "up"
131, 463, 161, 475, "until"
168, 463, 216, 475, "March"
223, 463, 252, 475, "31st"
258, 463, 295, 475, "2010"
418, 424, 481, 445, "Book"
418, 449, 475, 469, "Now"
484, 458, 499, 468, ">>"
308, 505, 392, 517, "RECEPTION"
399, 505, 433, 517, "24/7"
473, 506, 489, 516, "Wi"
499, 506, 511, 516, "Fi"
