15, 17, 57, 30, "New"
64, 16, 146, 30, "releases"
153, 20, 175, 30, "on"
183, 17, 224, 30, "DVD"
20, 47, 27, 55, "1."
35, 47, 49, 57, "Up"
19, 65, 27, 73, "2."
36, 65, 56, 73, "Star"
60, 65, 83, 73, "Trek"
19, 83, 27, 91, "3."
34, 83, 70, 93, "Angels"
75, 83, 81, 91, "&"
87, 83, 129, 91, "Demons"
18, 101, 27, 109, "4."
35, 101, 53, 109, "G.I."
57, 101, 77, 109, "Joe:"
82, 101, 101, 109, "The"
106, 101, 127, 109, "Rise"
132, 101, 142, 109, "of"
145, 101, 175, 109, "Cobra"
19, 119, 27, 127, "5."
35, 119, 54, 127, "The"
60, 119, 82, 129, "Ugly"
86, 119, 112, 127, "Truth"
19, 137, 27, 145, "6."
35, 137, 107, 145, "Transformers:"
113, 137, 159, 147, "Revenge"
35, 149, 44, 157, "of"
48, 149, 64, 157, "the"
69, 149, 99, 157, "Fallen"
19, 167, 27, 175, "7."
36, 167, 83, 175, "Monsters"
88, 169, 101, 175, "vs."
106, 167, 137, 175, "Aliens"
19, 185, 27, 193, "8."
35, 185, 54, 193, "The"
60, 185, 104, 195, "Proposal"
19, 203, 27, 211, "9."
36, 203, 50, 211, "Ice"
54, 203, 77, 213, "Age:"
83, 203, 111, 211, "Dawn"
116, 203, 125, 211, "of"
35, 215, 50, 223, "the"
56, 215, 108, 223, "Dinosaurs"
16, 233, 30, 241, "10."
35, 233, 69, 241, "X-Men"
74, 233, 113, 243, "Origins:"
35, 245, 87, 253, "Wolverine"
171, 193, 205, 211, "STAR"
209, 196, 237, 213, "TREK"
203, 48, 259, 66, "UP"
211, 105, 229, 116, "the"
228, 108, 256, 122, "ugly"
256, 112, 280, 124, "truth"
